N,TimeConsumed(μs),MemoryUsed(KB)
5021,3689,4384
5022,3888,4384
5023,3658,4384
5024,3789,4384
5025,3658,4384
5026,3722,4384
5027,3701,4384
5028,3642,4384
5029,3802,4384
5030,3633,4384
5031,3755,4384
5032,3757,4384
5033,3808,4384
5034,3710,4400
5035,3649,4400
5036,3689,4400
5037,3673,4400
5038,3675,4400
5039,3817,4400
5040,3687,4400
5041,3672,4400
5042,3723,4400
5043,3692,4400
5044,3673,4400
5045,3715,4400
5046,3662,4400
5047,3665,4400
5048,3647,4400
5049,3704,4400
5050,3648,4400
5051,3742,4400
5052,3674,4400
5053,3703,4400
5054,3688,4400
5055,3670,4400
5056,3669,4400
5057,3686,4400
5058,3683,4400
5059,3718,4400
5060,3745,4400
5061,3672,4400
5062,3698,4400
5063,3706,4400
5064,3689,4400
5065,3675,4400
5066,3651,4400
5067,3739,4400
5068,3651,4400
5069,3782,4400
5070,3718,4400
5071,3725,4400
5072,3724,4400
5073,3715,4400
5074,3720,4400
5075,3717,4400
5076,3704,4400
5077,3689,4400
5078,3689,4400
5079,3669,4400
5080,3666,4400
5081,3667,4400
5082,3700,4400
5083,3690,4400
5084,3687,4400
5085,3735,4400
5086,3743,4400
5087,3661,4400
5088,3678,4400
5089,3684,4400
5090,3646,4400
5091,3666,4400
5092,3687,4400
5093,3665,4400
5094,3685,4400
5095,3765,4400
5096,3821,4400
5097,3874,4400
5098,3774,4400
5099,3694,4400
5100,3662,4400
5101,3773,4400
5102,3667,4400
5103,3712,4400
5104,3672,4400
5105,3670,4400
5106,3697,4400
5107,3714,4400
5108,3817,4400
5109,3827,4400
5110,3798,4400
5111,3777,4400
5112,3793,4400
5113,3772,4400
5114,3789,4400
5115,3782,4400
5116,3812,4400
5117,3807,4400
5118,3833,4400
5119,3903,4400
5120,3794,4400
5121,3793,4400
5122,3787,4400
5123,3799,4400
5124,3796,4400
5125,3818,4400
5126,3790,4400
5127,3818,4400
5128,3800,4400
5129,3856,4400
5130,3940,4416
5131,3832,4416
5132,3800,4416
5133,3836,4416
5134,3806,4416
5135,3819,4416
5136,3879,4416
5137,3771,4416
5138,3732,4432
5139,3731,4432
5140,3746,4432
5141,3817,4432
5142,3724,4432
5143,3706,4432
5144,3705,4432
5145,3728,4432
5146,3814,4432
5147,3718,4448
5148,3730,4448
5149,3763,4448
5150,3753,4448
5151,3793,4448
5152,3813,4448
5153,3756,4448
5154,3711,4448
5155,3742,4448
5156,3945,4448
5157,3768,4464
5158,3898,4464
5159,3831,4464
5160,3992,4464
5161,3907,4480
5162,3854,4480
5163,3897,4480
5164,3853,4480
5165,3915,4480
5166,3784,4480
5167,3863,4480
5168,4100,4480
5169,4105,4480
5170,3882,4480
5171,3914,4480
5172,3927,4480
5173,3947,4480
5174,3800,4480
5175,3935,4480
5176,4143,4480
5177,4132,4480
5178,4249,4480
5179,3952,4480
5180,3829,4480
5181,4017,4480
5182,3782,4480
5183,4009,4480
5184,3819,4480
5185,3812,4480
5186,3867,4480
5187,3784,4480
5188,4026,4480
5189,3797,4480
5190,3831,4480
5191,3999,4480
5192,4160,4480
5193,3841,4480
5194,4138,4480
5195,3798,4480
5196,4139,4480
5197,3786,4496
5198,3979,4496
5199,3814,4496
5200,4043,4496
5201,3886,4496
5202,4047,4496
5203,3836,4496
5204,3945,4496
5205,3900,4496
5206,3894,4496
5207,4056,4496
5208,3780,4496
5209,4177,4496
5210,3791,4496
5211,3980,4496
5212,3818,4496
5213,3886,4496
5214,3864,4496
5215,4005,4496
5216,3908,4496
5217,4104,4496
5218,3890,4496
5219,4071,4496
5220,3817,4496
5221,4024,4496
5222,3821,4496
5223,3804,4496
5224,4024,4496
5225,3869,4496
5226,3987,4496
5227,3885,4496
5228,3902,4496
5229,3882,4496
5230,3869,4496
5231,3852,4496
5232,3902,4496
5233,3923,4496
5234,3861,4496
5235,3915,4496
5236,3883,4496
5237,4156,4496
5238,4052,4496
5239,3946,4496
5240,3821,4496
5241,3989,4496
5242,4032,4496
5243,4028,4496
5244,4062,4496
5245,4149,4496
5246,3926,4496
5247,3889,4496
5248,3826,4496
5249,3887,4496
5250,3849,4496
5251,3905,4496
5252,3885,4496
5253,3843,4496
5254,3856,4496
5255,3843,4496
5256,3804,4496
5257,3837,4496
5258,3848,4496
5259,3785,4496
5260,3825,4496
5261,3802,4496
5262,3898,4496
5263,3803,4496
5264,3838,4496
5265,3912,4496
5266,3870,4496
5267,3857,4496
5268,3840,4496
5269,3798,4496
5270,3800,4496
5271,3874,4496
5272,3837,4496
5273,3840,4496
5274,3795,4496
5275,3840,4496
5276,3842,4496
5277,3831,4496
5278,3799,4496
5279,3844,4496
5280,3819,4496
5281,3830,4496
5282,3818,4496
5283,3813,4496
5284,3850,4496
5285,3844,4496
5286,3853,4496
5287,3880,4496
5288,3815,4496
5289,3817,4496
5290,3823,4496
5291,3804,4496
5292,3830,4496
5293,3821,4496
5294,3830,4496
5295,3826,4496
5296,3860,4496
5297,3849,4496
5298,3881,4496
5299,3821,4496
5300,3845,4496
5301,3817,4496
5302,3819,4496
5303,3819,4496
5304,3830,4496
5305,3829,4496
5306,3822,4496
5307,3874,4496
5308,3869,4496
5309,3914,4496
5310,3832,4496
5311,3825,4496
5312,3855,4496
5313,3830,4496
5314,3841,4496
5315,3848,4496
5316,3829,4496
5317,3863,4496
5318,3850,4496
5319,3935,4496
5320,3852,4496
5321,3830,4496
5322,3848,4496
5323,3838,4496
5324,3840,4496
5325,3837,4496
5326,3838,4496
5327,3843,4496
5328,3830,4496
5329,3880,4496
5330,3978,4496
5331,3846,4496
5332,3849,4496
5333,3996,4496
5334,3895,4496
5335,3869,4496
5336,3964,4496
5337,3878,4496
5338,3875,4496
5339,3891,4496
5340,3883,4496
5341,3937,4496
5342,3866,4496
5343,3874,4496
5344,3861,4496
5345,3847,4496
5346,3967,4496
5347,3970,4496
5348,3981,4496
5349,3963,4496
5350,3989,4496
5351,4071,4496
5352,3994,4496
5353,3974,4496
5354,3970,4496
5355,3963,4496
5356,3983,4496
5357,3962,4496
5358,3982,4496
5359,3980,4496
5360,3990,4496
5361,4025,4496
5362,4102,4496
5363,3981,4496
5364,4011,4496
5365,3931,4512
5366,3881,4512
5367,3883,4512
5368,3881,4512
5369,3880,4512
5370,3882,4512
5371,3892,4512
5372,3964,4512
5373,3905,4512
5374,3888,4512
5375,3981,4512
5376,3875,4512
5377,3889,4512
5378,3881,4512
5379,3886,4512
5380,3934,4512
5381,3922,4512
5382,3933,4512
5383,4021,4512
5384,3901,4512
5385,3915,4512
5386,4256,4512
5387,3963,4528
5388,3927,4528
5389,3931,4528
5390,3898,4528
5391,4059,4528
5392,4057,4528
5393,4039,4528
5394,3934,4528
5395,3923,4528
5396,4019,4528
5397,3996,4528
5398,3913,4528
5399,4001,4528
5400,3925,4544
5401,3947,4544
5402,3967,4544
5403,4058,4544
5404,4092,4560
5405,3937,4560
5406,3917,4560
5407,3912,4560
5408,3926,4560
5409,3924,4560
5410,3917,4560
5411,3929,4560
5412,3921,4560
5413,3982,4560
5414,3991,4560
5415,3972,4560
5416,4031,4560
5417,3918,4560
5418,3943,4560
5419,3930,4560
5420,3934,4560
5421,3940,4560
5422,3933,4560
5423,3957,4560
5424,3985,4560
5425,4038,4560
5426,3927,4560
5427,3926,4560
5428,3921,4560
5429,3936,4560
5430,3921,4560
5431,3946,4560
5432,3917,4560
5433,3945,4560
5434,3984,4560
5435,3984,4560
5436,3971,4560
5437,12101,4576
5438,25030,4608
5439,19175,4608
5440,4004,4624
5441,4033,4624
5442,3964,4624
5443,3964,4624
5444,4185,4624
5445,4240,4624
5446,4137,4624
5447,4222,4624
5448,4136,4624
5449,4208,4624
5450,3962,4624
5451,3972,4624
5452,4173,4624
5453,4103,4624
5454,4163,4624
5455,4229,4624
5456,4157,4624
5457,4144,4624
5458,4145,4624
5459,4192,4624
5460,4197,4624
5461,4160,4624
5462,4236,4624
5463,3980,4624
5464,4027,4624
5465,4191,4624
5466,3980,4624
5467,4024,4624
5468,4161,4624
5469,4278,4624
5470,4114,4624
5471,4165,4624
5472,4187,4624
5473,4165,4624
5474,4159,4624
5475,4155,4624
5476,4017,4624
5477,3965,4624
5478,3961,4624
5479,3992,4624
5480,3978,4624
5481,4001,4624
5482,3970,4624
5483,3988,4624
5484,3985,4624
5485,3972,4624
5486,4235,4624
5487,4103,4624
5488,4084,4624
5489,4089,4624
5490,4102,4624
5491,4086,4624
5492,4079,4624
5493,4088,4624
5494,4114,4624
5495,4122,4624
5496,4196,4624
5497,4101,4624
5498,4104,4624
5499,4094,4624
5500,4083,4624
5501,4105,4624
5502,4093,4624
5503,4099,4624
5504,4104,4624
5505,4173,4624
5506,4285,4624
5507,4076,4624
5508,4001,4624
5509,4036,4624
5510,4011,4624
5511,3997,4624
5512,4025,4624
5513,4017,4624
5514,4023,4624
5515,4055,4624
5516,4029,4624
5517,4146,4624
5518,4489,4624
5519,4298,4624
5520,4479,4624
5521,4117,4624
5522,4011,4624
5523,4022,4624
5524,4023,4624
5525,4070,4624
5526,4094,4624
5527,4046,4624
5528,4025,4624
5529,4004,4624
5530,4044,4624
5531,4005,4624
5532,4021,4624
5533,4079,4624
5534,4085,4624
5535,4101,4624
5536,4117,4624
5537,4083,4624
5538,4015,4624
5539,4009,4624
5540,4007,4624
5541,4018,4624
5542,4038,4624
5543,4009,4624
5544,4021,4624
5545,4090,4624
5546,4243,4624
5547,4141,4624
5548,4188,4624
5549,4045,4624
5550,4016,4624
5551,4043,4624
5552,4016,4624
5553,4042,4624
5554,4022,4624
5555,4046,4624
5556,4118,4624
5557,4191,4624
5558,4058,4624
5559,4025,4624
5560,4036,4624
5561,4042,4624
5562,4034,4624
5563,4031,4624
5564,4031,4624
5565,4055,4624
5566,4074,4624
5567,4036,4624
5568,4029,4624
5569,4030,4624
5570,4025,4624
5571,4295,4624
5572,4229,4624
5573,4039,4624
5574,4189,4624
5575,4070,4624
5576,4111,4624
5577,4113,4624
5578,4123,4624
5579,4049,4624
5580,4108,4624
5581,4063,4624
5582,4068,4624
5583,4044,4624
5584,4051,4624
5585,4046,4624
5586,4073,4624
5587,4117,4624
5588,4158,4624
5589,4083,4624
5590,4051,4624
5591,4145,4624
5592,4168,4624
5593,4169,4624
5594,4160,4624
5595,4260,4624
5596,4218,4624
5597,4238,4640
5598,4280,4640
5599,4171,4640
5600,4187,4640
5601,4174,4640
5602,4208,4640
5603,4178,4640
5604,4172,4640
5605,4196,4640
5606,4255,4640
5607,4230,4640
5608,4305,4640
5609,4197,4640
5610,4205,4640
5611,4224,4640
5612,4205,4640
5613,4205,4640
5614,4189,4640
5615,4175,4640
5616,4226,4640
5617,4231,4640
5618,4273,4640
5619,4190,4640
5620,4183,4640
5621,4194,4640
5622,4241,4640
5623,4265,4640
5624,4274,4640
5625,4265,4640
5626,4301,4640
5627,4452,4640
5628,4155,4656
5629,4096,4656
5630,4391,4656
5631,4271,4656
5632,4280,4656
5633,4156,4656
5634,4383,4656
5635,4343,4656
5636,4370,4656
5637,4496,4656
5638,4207,4656
5639,4180,4656
5640,4334,4656
5641,4305,4672
5642,4329,4672
5643,4350,4672
5644,4276,4672
5645,4376,4672
5646,4486,4672
5647,4495,4672
5648,4881,4672
5649,4598,4672
5650,4368,4672
5651,4280,4672
5652,4433,4672
5653,4441,4672
5654,4466,4672
5655,4449,4672
5656,4435,4672
5657,4356,4672
5658,4341,4672
5659,4315,4672
5660,4350,4672
5661,4356,4672
5662,4346,4672
5663,4301,4672
5664,4164,4672
5665,4235,4672
5666,4249,4672
5667,4240,4672
5668,4228,4672
5669,4282,4672
5670,4147,4672
5671,4135,4672
5672,4121,4672
5673,4222,4672
5674,4241,4672
5675,4249,4672
5676,4336,4672
5677,4346,4704
5678,4311,4704
5679,4253,4704
5680,4129,4704
5681,4341,4704
5682,4312,4704
5683,4317,4704
5684,4176,4704
5685,4185,4704
5686,4158,4704
5687,4142,4704
5688,4244,4704
5689,4281,4704
5690,4379,4704
5691,4319,4704
5692,4409,4704
5693,4154,4704
5694,4165,4704
5695,4150,4704
5696,4141,4704
5697,4247,4704
5698,4263,4704
5699,4249,4704
5700,4289,4704
5701,4271,4704
5702,4276,4704
5703,4283,4704
5704,4277,4704
5705,4343,4704
5706,4348,4704
5707,4419,4704
5708,4409,4704
5709,4426,4704
5710,6053,4704
5711,4532,4720
5712,4363,4720
5713,4475,4720
5714,4184,4720
5715,4346,4720
5716,4369,4720
5717,4473,4720
5718,4329,4720
5719,4383,4720
5720,4340,4720
5721,4344,4720
5722,4364,4720
5723,4355,4720
5724,4360,4720
5725,4813,4720
5726,4284,4736
5727,4159,4736
5728,4256,4736
5729,4196,4736
5730,4256,4736
5731,4320,4736
5732,4373,4736
5733,4412,4736
5734,4287,4736
5735,4332,4736
5736,4305,4736
5737,4284,4736
5738,4282,4736
5739,4293,4736
5740,4293,4736
5741,4327,4736
5742,4377,4736
5743,4425,4736
5744,4188,4736
5745,4258,4736
5746,4236,4736
5747,4220,4736
5748,4322,4736
5749,4200,4736
5750,4289,4736
5751,4319,4736
5752,4251,4736
5753,4299,4736
5754,4192,4736
5755,4199,4736
5756,4192,4736
5757,4335,4736
5758,4207,4736
5759,4181,4736
5760,4285,4736
5761,4241,4736
5762,4307,4736
5763,4246,4736
5764,4304,4736
5765,4198,4736
5766,4291,4736
5767,4207,4736
5768,4215,4736
5769,4360,4736
5770,4217,4736
5771,4271,4736
5772,4396,4736
5773,4204,4736
5774,4222,4736
5775,4205,4736
5776,4192,4736
5777,4210,4736
5778,4217,4736
5779,4290,4736
5780,4359,4736
5781,4362,4736
5782,4452,4736
5783,4323,4736
5784,4335,4736
5785,4347,4736
5786,4331,4736
5787,4336,4736
5788,4337,4736
5789,4318,4736
5790,4381,4736
5791,4438,4736
5792,4342,4736
5793,4347,4736
5794,4333,4736
5795,4351,4736
5796,4372,4736
5797,4342,4736
5798,4329,4736
5799,4345,4736
5800,4386,4736
5801,4443,4736
5802,4334,4736
5803,4353,4736
5804,4351,4736
5805,4339,4736
5806,4367,4736
5807,4258,4736
5808,4228,4736
5809,4257,4736
5810,4314,4736
5811,4299,4736
5812,4228,4736
5813,4240,4736
5814,4241,4736
5815,4230,4736
5816,4287,4736
5817,4230,4736
5818,4240,4736
5819,4290,4736
5820,4398,4736
5821,4283,4736
5822,4236,4736
5823,4235,4736
5824,4225,4736
5825,4233,4736
5826,4234,4736
5827,4247,4736
5828,4517,4736
5829,4274,4736
5830,4427,4736
5831,4280,4752
5832,4258,4752
5833,4261,4752
5834,4237,4752
5835,4253,4752
5836,4245,4752
5837,4255,4752
5838,4246,4752
5839,4361,4752
5840,4378,4752
5841,4375,4752
5842,4368,4752
5843,4422,4752
5844,4350,4768
5845,4256,4768
5846,4257,4768
5847,4253,4768
5848,4253,4768
5849,4281,4768
5850,4269,4768
5851,4254,4768
5852,4267,4768
5853,4253,4768
5854,4267,4768
5855,4252,4768
5856,4265,4768
5857,4293,4768
5858,4339,4768
5859,4542,4768
5860,4358,4784
5861,4379,4784
5862,4309,4784
5863,4264,4784
5864,4339,4784
5865,4384,4784
5866,4283,4784
5867,4271,4784
5868,4455,4784
5869,4406,4784
5870,4444,4784
5871,4289,4784
5872,4328,4784
5873,4294,4784
5874,4306,4784
5875,4326,4784
5876,4414,4784
5877,4476,4784
5878,4521,4784
5879,4422,4784
5880,4419,4784
5881,4420,4784
5882,4393,4784
5883,4412,4784
5884,4402,4784
5885,4519,4784
5886,4540,4784
5887,4336,4784
5888,4364,4784
5889,4341,4784
5890,4338,4784
5891,4337,4784
5892,4300,4784
5893,4415,4784
5894,4667,4784
5895,5130,4784
5896,4590,4784
5897,4876,4784
5898,4798,4784
5899,5492,4784
5900,4824,4784
5901,4820,4784
5902,4828,4784
5903,5156,4784
5904,5040,4784
5905,4632,4784
5906,4549,4784
5907,4429,4784
5908,4432,4784
5909,4325,4784
5910,4454,4784
5911,4341,4784
5912,4348,4784
5913,4367,4784
5914,4541,4784
5915,4444,4816
5916,4429,4816
5917,4419,4816
5918,4373,4816
5919,4367,4816
5920,4458,4816
5921,4556,4816
5922,4639,4816
5923,4507,4816
5924,4545,4816
5925,4444,4816
5926,4446,4816
5927,4400,4816
5928,4423,4816
5929,4503,4816
5930,4322,4816
5931,4441,4816
5932,4370,4816
5933,4369,4816
5934,4350,4816
5935,5773,4816
5936,5253,4816
5937,4672,4816
5938,4667,4816
5939,4724,4816
5940,4724,4816
5941,4506,4816
5942,4720,4816
5943,4378,4816
5944,4501,4816
5945,4442,4816
5946,4364,4816
5947,4397,4816
5948,4395,4816
5949,4462,4816
5950,4505,4816
5951,4458,4816
5952,4452,4816
5953,4497,4816
5954,4509,4816
5955,4602,4816
5956,4535,4816
5957,4485,4816
5958,4487,4816
5959,4469,4816
5960,4465,4816
5961,4466,4816
5962,4482,4816
5963,4487,4816
5964,4483,4816
5965,4470,4816
5966,4546,4816
5967,4595,4816
5968,4497,4816
5969,4483,4816
5970,4632,4816
5971,4385,4816
5972,4440,4816
5973,4434,4816
5974,4418,4816
5975,4389,4816
5976,4434,4816
5977,4421,4816
5978,4484,4816
5979,4510,4816
5980,4480,4816
5981,4552,4816
5982,4487,4816
5983,4499,4816
5984,4536,4816
5985,4563,4816
5986,4532,4816
5987,4501,4816
5988,4494,4816
5989,4511,4816
5990,4521,4816
5991,4560,4816
5992,4529,4816
5993,4514,4816
5994,4554,4816
5995,4578,4816
5996,4605,4816
5997,4591,4816
5998,4489,4816
5999,4520,4816
6000,4503,4816
6001,4891,4816
6002,5095,4816
6003,4624,4816
6004,4493,4816
6005,4616,4816
6006,5402,4816
6007,6567,4816
6008,7104,4816
6009,4872,4816
6010,4680,4816
6011,4741,4816
6012,4548,4816
6013,4596,4816
6014,4531,4816
6015,4544,4816
6016,4711,4816
6017,4513,4816
6018,4744,4816
6019,4831,4816
6020,4742,4816
6021,4575,4816
6022,4705,4816
6023,4724,4816
6024,4571,4816
6025,4708,4816
6026,4548,4816
6027,4545,4816
6028,4617,4816
6029,4559,4816
6030,4717,4816
6031,4567,4816
6032,4486,4816
6033,4498,4816
6034,4426,4816
6035,4465,4816
6036,4470,4816
6037,4493,4816
6038,4435,4816
6039,4443,4816
6040,4511,4816
6041,4485,4816
6042,4473,4816
6043,4506,4816
6044,4521,4816
6045,4472,4816
6046,4497,4816
6047,4421,4816
6048,4445,4816
6049,4480,4816
6050,4504,4816
6051,4613,4816
6052,4574,4816
6053,4580,4816
6054,4568,4816
6055,4582,4816
6056,4589,4816
6057,4585,4816
6058,4660,4816
6059,4510,4816
6060,4584,4816
6061,4500,4816
6062,4480,4816
6063,4496,4816
6064,4501,4816
6065,4616,4816
6066,4572,4832
6067,4567,4832
6068,4556,4832
6069,4608,4832
6070,4571,4832
6071,4565,4832
6072,4652,4832
6073,4648,4832
6074,4642,4832
6075,4580,4832
6076,4555,4832
6077,4579,4832
6078,4729,4832
6079,4496,4848
6080,4503,4848
6081,4505,4848
6082,4558,4848
6083,4475,4864
6084,4806,4864
6085,4901,4864
6086,4607,4864
6087,4632,4864
6088,4703,4880
6089,4616,4880
6090,4489,4896
6091,4661,4896
6092,4562,4896
6093,4525,4896
6094,4469,4896
6095,4527,4896
6096,4493,4896
6097,4466,4896
6098,4502,4896
6099,4501,4896
6100,4640,4896
6101,4664,4896
6102,4613,4896
6103,4608,4896
6104,4637,4896
6105,4635,4896
6106,4556,4896
6107,4508,4896
6108,4626,4896
6109,4543,4896
6110,4715,4896
6111,4584,4896
6112,4623,4896
6113,4600,4896
6114,4676,4896
6115,4690,4896
6116,4700,4896
6117,4517,4896
6118,4537,4896
6119,4606,4896
6120,4495,4896
6121,4496,4896
6122,4496,4896
6123,4496,4896
6124,4498,4896
6125,4497,4896
6126,4480,4896
6127,4536,4896
6128,4573,4896
6129,4561,4896
6130,4519,4896
6131,4495,4896
6132,4519,4896
6133,4507,4896
6134,4507,4896
6135,4513,4896
6136,4534,4896
6137,4530,4896
6138,4553,4896
6139,4520,4896
6140,4581,4896
6141,4524,4896
6142,4584,4896
6143,4498,4896
6144,4623,4896
6145,4720,4896
6146,4706,4896
6147,4746,4896
6148,4652,4896
6149,4646,4896
6150,4652,4896
6151,4655,4896
6152,4616,4896
6153,4637,4896
6154,4644,4896
6155,4732,4896
6156,4702,4896
6157,4643,4896
6158,4667,4896
6159,4675,4896
6160,4663,4896
6161,4663,4896
6162,4629,4896
6163,4845,4896
6164,4731,4896
6165,4703,4896
6166,4738,4896
6167,4807,4896
6168,4707,4896
6169,4581,4896
6170,4544,4896
6171,4551,4896
6172,4625,4896
6173,4598,4896
6174,4538,4896
6175,4643,4896
6176,4656,4896
6177,4658,4896
6178,4667,4896
6179,4669,4896
6180,4699,4896
6181,4692,4896
6182,4723,4896
6183,4676,4896
6184,4687,4896
6185,4664,4896
6186,4665,4896
6187,4752,4896
6188,4626,4896
6189,4581,4896
6190,4624,4896
6191,4698,4896
6192,4675,4896
6193,4654,4896
6194,4670,4896
6195,4659,4896
6196,4694,4896
6197,4666,4896
6198,4676,4896
6199,4679,4896
6200,4675,4896
6201,4670,4896
6202,4648,4896
6203,4620,4896
6204,4533,4896
6205,4558,4896
6206,4533,4896
6207,4551,4896
6208,4591,4896
6209,4542,4896
6210,5130,4896
6211,4984,4896
6212,4830,4896
6213,4918,4896
6214,4862,4896
6215,4783,4896
6216,4868,4896
6217,4886,4896
6218,4716,4896
6219,4778,4896
6220,4775,4896
6221,4778,4896
6222,4767,4896
6223,4767,4896
6224,4767,4896
6225,4789,4896
6226,4787,4896
6227,4747,4896
6228,4691,4896
6229,4690,4896
6230,4682,4896
6231,4694,4896
6232,4690,4896
6233,4690,4896
6234,4726,4896
6235,4816,4896
6236,4701,4896
6237,4693,4896
6238,4711,4896
6239,4839,4896
6240,4705,4896
6241,4780,4896
6242,4627,4896
6243,4684,4896
6244,4708,4896
6245,4565,4896
6246,4776,4896
6247,4703,4896
6248,4726,4896
6249,4702,4896
6250,4715,4896
6251,4725,4896
6252,4758,4896
6253,4811,4896
6254,4710,4896
6255,4728,4896
6256,4718,4896
6257,4708,4896
6258,4742,4896
6259,4712,4896
6260,4732,4896
6261,4766,4896
6262,4800,4896
6263,4714,4896
6264,4723,4896
6265,4714,4896
6266,4747,4896
6267,4744,4896
6268,4739,4896
6269,4736,4896
6270,4764,4896
6271,4811,4896
6272,4735,4896
6273,4727,4896
6274,4716,4896
6275,4738,4896
6276,4724,4896
6277,4731,4896
6278,4762,4896
6279,4890,4896
6280,4723,4896
6281,4740,4896
6282,4761,4896
6283,4730,4896
6284,4736,4896
6285,4744,4896
6286,4769,4896
6287,4790,4896
6288,4906,4896
6289,4759,4896
6290,4748,4896
6291,4743,4896
6292,4865,4896
6293,4656,4896
6294,4655,4896
6295,4703,4896
6296,4719,4896
6297,4726,4896
6298,4645,4896
6299,4623,4896
6300,4755,4896
6301,4770,4896
6302,4747,4896
6303,4775,4896
6304,4877,4896
6305,4670,4912
6306,4804,4912
6307,4697,4912
6308,4651,4912
6309,4634,4912
6310,4638,4912
6311,4688,4912
6312,4647,4912
6313,4795,4912
6314,4850,4912
6315,4826,4912
6316,4764,4912
6317,4776,4912
6318,4755,4912
6319,4810,4912
6320,4680,4912
6321,4790,4912
6322,4650,4912
6323,4641,4912
6324,4646,4912
6325,4628,4912
6326,4760,4912
6327,4773,4912
6328,4753,4912
6329,4792,4912
6330,4769,4912
6331,4788,4912
6332,4928,4912
6333,4782,4912
6334,4795,4912
6335,4784,4912
6336,4787,4912
6337,4760,4912
6338,4799,4912
6339,4806,4912
6340,4845,4912
6341,4850,4912
6342,4779,4912
6343,4769,4912
6344,4793,4912
6345,4786,4912
6346,4783,4912
6347,4806,4912
6348,4842,4912
6349,4878,4912
6350,4809,4912
6351,4787,4912
6352,4813,4912
6353,4837,4912
6354,4794,4912
6355,4775,4912
6356,4792,4912
6357,4841,4912
6358,4784,4912
6359,4814,4912
6360,4809,4912
6361,4811,4912
6362,4801,4912
6363,4820,4912
6364,4791,4912
6365,4829,4912
6366,5002,4912
6367,4777,4912
6368,4680,4912
6369,4684,4912
6370,4678,4912
6371,4698,4912
6372,4680,4912
6373,4675,4912
6374,4737,4912
6375,5036,4912
6376,5020,4912
6377,4911,4912
6378,4918,4912
6379,4891,4912
6380,4904,4912
6381,4961,4912
6382,4775,4912
6383,4789,4912
6384,4830,4912
6385,4702,4912
6386,4800,4912
6387,4836,4912
6388,4843,4912
6389,4833,4912
6390,4838,4912
6391,4892,4912
6392,4875,4912
6393,4884,4912
6394,4852,4912
6395,4831,4912
6396,4881,4912
6397,4856,4912
6398,4716,4960
6399,4800,4960
6400,4791,4976
6401,4987,4976
6402,4715,4976
6403,4751,4976
6404,4719,4976
6405,4715,4976
6406,4731,4976
6407,4803,4976
6408,4922,4976
6409,4817,4976
6410,5079,4976
6411,4964,4976
6412,5008,4976
6413,4717,4976
6414,4708,4976
6415,4806,4976
6416,4738,4976
6417,4820,4976
6418,4785,4976
6419,4771,4976
6420,4730,4976
6421,4893,4976
6422,4859,4976
6423,4887,4976
6424,4866,4976
6425,4852,4976
6426,4901,4976
6427,4929,4976
6428,4897,4976
6429,4860,4976
6430,4869,4976
6431,4853,4976
6432,4919,4976
6433,4901,4976
6434,4873,4976
6435,4925,4976
6436,4952,4976
6437,4882,4976
6438,4897,4976
6439,4891,4976
6440,4873,4976
6441,4881,4976
6442,4877,4976
6443,4905,4976
6444,4974,4976
6445,4869,4976
6446,4873,4976
6447,4875,4976
6448,4876,4976
6449,4865,4976
6450,4878,4976
6451,4902,4976
6452,4918,4976
6453,4967,4976
6454,4887,4976
6455,4916,4976
6456,5220,4976
6457,5159,4976
6458,5079,4976
6459,4836,4976
6460,5058,4976
6461,4909,4976
6462,4862,4976
6463,4794,4976
6464,4771,4976
6465,4747,4976
6466,4775,4976
6467,4799,4976
6468,5007,4976
