N,TimeConsumed(μs),MemoryUsed(KB)
38635,72221,12208
38636,71875,12208
38637,64681,12208
38638,62088,12208
38639,62088,12208
38640,62309,12208
38641,62091,12208
38642,62199,12208
38643,62200,12208
38644,62215,12208
38645,62616,12208
38646,62288,12208
38647,61949,12208
38648,62209,12208
38649,62106,12208
38650,62279,12208
38651,62209,12208
38652,62209,12208
38653,62884,12208
38654,62510,12208
38655,62214,12208
38656,62120,12208
38657,62633,12208
38658,62549,12208
38659,62367,12208
38660,62637,12208
38661,62745,12208
38662,62151,12208
38663,62097,12208
38664,62106,12208
38665,63453,12208
38666,62667,12208
38667,62604,12208
38668,62349,12208
38669,62284,12208
38670,62346,12208
38671,63138,12208
38672,62522,12208
38673,63051,12208
38674,62786,12208
38675,69607,12208
38676,62788,12208
38677,62663,12208
38678,62079,12208
38679,62179,12208
38680,62173,12208
38681,60488,12208
38682,55352,12208
38683,55331,12208
38684,55308,12208
38685,55255,12208
38686,55652,12208
38687,56351,12208
38688,56105,12208
38689,59634,12208
38690,62552,12208
38691,63782,12208
38692,62717,12208
38693,63292,12208
38694,62897,12208
38695,62983,12208
38696,63866,12208
38697,63004,12208
38698,62908,12208
38699,63023,12208
38700,63405,12208
38701,62785,12208
38702,73018,12208
38703,73537,12208
38704,73730,12208
38705,72507,12208
38706,75118,12208
38707,83949,12208
38708,72574,12208
38709,72364,12208
38710,72277,12208
38711,71775,12208
38712,72562,12208
38713,72647,12208
38714,72175,12208
38715,71872,12208
38716,71790,12208
38717,72455,12208
38718,72432,12208
38719,72222,12208
38720,72170,12208
38721,72174,12208
38722,72315,12208
38723,71990,12208
38724,71137,12208
38725,62195,12208
38726,62404,12208
38727,63250,12208
38728,63062,12208
38729,63074,12208
38730,63200,12208
38731,62396,12208
38732,62987,12208
38733,62684,12208
38734,62843,12208
38735,62605,12208
38736,62574,12208
38737,62576,12208
38738,62430,12208
38739,62668,12208
38740,62198,12208
38741,62114,12208
38742,62322,12208
38743,62171,12208
38744,62235,12208
38745,62175,12208
38746,62103,12208
38747,62335,12208
38748,62549,12208
38749,62760,12208
38750,62641,12208
38751,63027,12208
38752,62566,12208
38753,62387,12208
38754,62135,12208
38755,62474,12208
38756,63039,12208
38757,62402,12208
38758,62453,12208
38759,62348,12208
38760,62449,12208
38761,62570,12208
38762,62645,12208
38763,62746,12208
38764,63062,12208
38765,62344,12208
38766,62826,12208
38767,62557,12208
38768,63161,12208
38769,63407,12208
38770,63093,12208
38771,62805,12208
38772,62575,12208
38773,62650,12208
38774,62657,12208
38775,63136,12208
38776,62494,12208
38777,62862,12208
38778,63003,12208
38779,62334,12208
38780,62263,12208
38781,62644,12208
38782,62714,12208
38783,62900,12208
38784,62256,12208
38785,62361,12208
38786,62251,12208
38787,62953,12208
38788,62422,12208
38789,62557,12208
38790,63121,12208
38791,62660,12208
38792,62334,12208
38793,62293,12208
38794,62705,12208
38795,62292,12208
38796,63061,12208
38797,62712,12208
38798,63408,12208
38799,62372,12208
38800,63130,12208
38801,56782,12208
38802,55511,12208
38803,56030,12208
38804,56720,12208
38805,55818,12208
38806,55728,12208
38807,55764,12208
38808,55522,12208
38809,55511,12208
38810,55543,12208
38811,55496,12208
38812,55853,12208
38813,55930,12208
38814,55541,12208
38815,55598,12208
38816,56005,12208
38817,56258,12208
38818,55848,12208
38819,56353,12208
38820,56576,12208
38821,56174,12208
38822,56213,12208
38823,55782,12208
38824,55780,12208
38825,56357,12208
38826,55937,12208
38827,57176,12208
38828,61717,12208
38829,58777,12208
38830,58933,12208
38831,58003,12208
38832,59271,12208
38833,61625,12208
38834,57897,12208
38835,61755,12208
38836,63075,12208
38837,63312,12208
38838,62495,12208
38839,63050,12208
38840,62660,12208
38841,57312,12208
38842,57351,12208
38843,58867,12208
38844,57154,12208
38845,58694,12208
38846,60053,12208
38847,57755,12208
38848,59215,12208
38849,59296,12208
38850,58606,12208
38851,58804,12208
38852,63939,12208
38853,61437,12208
38854,58600,12208
38855,57381,12208
38856,58955,12208
38857,59593,12208
38858,59413,12208
38859,59254,12208
38860,59381,12208
38861,61109,12208
38862,59300,12208
38863,58892,12208
38864,60587,12208
38865,60550,12208
38866,58859,12208
38867,60390,12208
38868,61663,12208
38869,59347,12208
38870,61823,12208
38871,64105,12208
38872,63468,12208
38873,63788,12208
38874,62847,12208
38875,63426,12208
38876,63337,12208
38877,63980,12208
38878,63421,12208
38879,62806,12208
38880,62688,12208
38881,62713,12208
38882,63078,12208
38883,62515,12208
38884,62570,12208
38885,63342,12208
38886,63038,12208
38887,62729,12208
38888,63190,12208
38889,63065,12208
38890,62470,12208
38891,63529,12208
38892,62667,12208
38893,62742,12208
38894,62824,12208
38895,62971,12208
38896,63200,12208
38897,62799,12208
38898,62879,12208
38899,62668,12208
38900,62940,12208
38901,63616,12208
38902,63008,12208
38903,62607,12208
38904,63629,12208
38905,63002,12208
38906,63065,12208
38907,63420,12208
38908,62914,12208
38909,62725,12208
38910,62813,12208
38911,62740,12208
38912,63211,12208
38913,62970,12208
38914,63213,12208
38915,63042,12208
38916,68713,12208
38917,62788,12208
38918,62976,12208
38919,62791,12208
38920,68730,12208
38921,66141,12208
38922,65233,12208
38923,71399,12208
38924,64676,12208
38925,64736,12208
38926,65410,12208
38927,64368,12208
38928,70642,12208
38929,72472,12208
38930,73032,12208
38931,73638,12208
38932,72594,12208
38933,76531,12208
38934,80561,12208
38935,348197,12208
38936,89167,12208
38937,85053,12208
38938,85650,12208
38939,85933,12208
38940,87338,12208
38941,85763,12208
38942,85502,12208
38943,85924,12208
38944,85456,12208
38945,85701,12208
38946,85279,12208
38947,85305,12208
38948,84816,12208
38949,85194,12208
38950,84894,12208
38951,85427,12208
38952,85042,12208
38953,84971,12208
38954,84865,12208
38955,85445,12208
38956,85389,12208
38957,86154,12208
38958,87405,12208
38959,85886,12208
38960,85813,12208
38961,86474,12208
38962,86208,12208
38963,86327,12208
38964,85329,12208
38965,85633,12208
38966,85462,12208
38967,76036,12208
38968,72457,12208
38969,72308,12208
38970,73086,12208
38971,72435,12208
38972,72344,12208
38973,72502,12208
38974,72625,12208
38975,72632,12208
38976,72704,12208
38977,72813,12208
38978,72411,12208
38979,72606,12208
38980,72430,12208
38981,72843,12208
38982,65230,12208
38983,62805,12208
38984,63224,12208
38985,62848,12208
38986,62867,12208
38987,62797,12208
38988,63942,12208
38989,63214,12208
38990,63575,12208
38991,63290,12208
38992,63584,12208
38993,62719,12208
38994,62688,12208
38995,62740,12208
38996,63236,12208
38997,62835,12208
38998,63087,12208
38999,62751,12208
39000,63077,12208
39001,65145,12208
39002,74800,12208
39003,65322,12208
39004,63517,12208
39005,63164,12208
39006,61202,12208
39007,55998,12208
39008,56485,12208
39009,56685,12208
39010,56133,12208
39011,56340,12208
39012,56931,12208
39013,56865,12208
39014,56534,12208
39015,56202,12208
39016,55876,12208
39017,55963,12208
39018,57124,12208
39019,57038,12208
39020,57037,12208
39021,56557,12208
39022,57045,12208
39023,63504,12208
39024,66742,12208
39025,65543,12208
39026,67329,12208
39027,63511,12208
39028,68676,12208
39029,64461,12208
39030,63564,12208
39031,63258,12208
39032,62923,12208
39033,63184,12208
39034,63756,12208
39035,63076,12208
39036,63373,12208
39037,62888,12208
39038,63075,12208
39039,63169,12208
39040,63161,12208
39041,62889,12208
39042,63892,12208
39043,63104,12208
39044,63170,12208
39045,63382,12208
39046,63361,12208
39047,62831,12208
39048,62799,12208
39049,63430,12208
39050,62950,12208
39051,62789,12208
39052,62906,12208
39053,62764,12208
39054,62885,12208
39055,63345,12208
39056,63011,12208
39057,63533,12208
39058,64488,12208
39059,63148,12208
39060,62777,12208
39061,116446,12208
39062,64072,12208
39063,63388,12208
39064,63198,12208
39065,62970,12208
39066,63127,12208
39067,62834,12208
39068,63138,12208
39069,62956,12208
39070,62826,12208
39071,63262,12208
39072,63715,12208
39073,63577,12208
39074,63636,12208
39075,64579,12208
39076,66582,12208
39077,64024,12208
39078,63291,12208
39079,63585,12208
39080,63474,12208
39081,63473,12208
39082,63453,12208
39083,63332,12208
39084,63353,12208
39085,63154,12208
39086,63660,12208
39087,63305,12208
39088,68497,12208
39089,74132,12208
39090,73744,12208
39091,73194,12208
39092,73914,12208
39093,73329,12208
39094,72732,12208
39095,72722,12208
39096,73269,12208
39097,68679,12208
39098,63247,12208
39099,63149,12208
39100,63263,12208
39101,63299,12208
39102,64995,12208
39103,64587,12208
39104,66702,12208
39105,63224,12208
39106,63081,12208
39107,63819,12208
39108,63436,12208
39109,63109,12208
39110,63034,12208
39111,62913,12208
39112,62864,12208
39113,63436,12208
39114,63163,12208
39115,63153,12208
39116,63342,12208
39117,63012,12208
39118,62972,12208
39119,63192,12208
39120,63465,12208
39121,63267,12208
39122,65306,12208
39123,63611,12208
39124,65306,12208
39125,63248,12208
39126,63509,12208
39127,63067,12208
39128,63303,12208
39129,63610,12208
39130,62957,12208
39131,63065,12208
39132,69858,12208
39133,62959,12208
39134,63435,12208
39135,63611,12208
39136,63305,12208
39137,63103,12208
39138,63004,12208
39139,63444,12208
39140,63529,12208
39141,63145,12208
39142,63570,12208
39143,63922,12208
39144,63059,12208
39145,62961,12208
39146,63508,12208
39147,63755,12208
39148,64200,12208
39149,70174,12208
39150,72811,12208
39151,72885,12208
39152,72768,12208
39153,72772,12208
39154,74454,12208
39155,74256,12208
39156,73434,12208
39157,73802,12208
39158,73152,12208
39159,73159,12208
39160,73025,12208
39161,73151,12208
39162,72934,12208
39163,73142,12208
39164,73363,12208
39165,67473,12208
39166,63731,12208
39167,63133,12208
39168,63608,12208
39169,63582,12208
39170,63201,12208
39171,63665,12208
39172,63248,12208
39173,63258,12208
39174,63186,12208
39175,63176,12208
39176,63077,12208
39177,63040,12208
39178,63114,12208
39179,62992,12208
39180,63019,12208
39181,62997,12208
39182,62935,12208
39183,63352,12208
39184,65065,12208
39185,64791,12208
39186,64090,12208
39187,65375,12208
39188,63784,12208
39189,63228,12208
39190,65071,12208
39191,64176,12208
39192,67889,12208
39193,66054,12208
39194,64752,12208
39195,66885,12208
39196,64274,12208
39197,63426,12208
39198,66682,12208
39199,121506,12208
39200,75414,12208
39201,73698,12208
39202,73318,12208
39203,73589,12208
39204,72894,12208
39205,72989,12208
39206,73305,12208
39207,73321,12208
39208,65339,12208
39209,63245,12208
39210,63863,12208
39211,63115,12208
39212,63194,12208
39213,63095,12208
39214,63691,12208
39215,63457,12208
39216,63452,12208
39217,64726,12208
39218,63983,12208
39219,63975,12208
39220,63352,12208
39221,63464,12208
39222,63933,12208
39223,63252,12208
39224,63106,12208
39225,63785,12208
39226,63937,12208
39227,63759,12208
39228,63449,12208
39229,63663,12208
39230,63783,12208
39231,63611,12208
39232,64306,12208
39233,63632,12208
39234,63844,12208
39235,63054,12208
39236,63260,12208
39237,63524,12208
39238,64022,12208
39239,64410,12208
39240,65207,12208
39241,65289,12208
39242,73325,12208
39243,74135,12208
39244,74715,12208
39245,74085,12208
39246,73476,12208
39247,73459,12208
39248,73562,12208
39249,71698,12208
39250,75498,12208
39251,74090,12208
39252,66880,12208
39253,63405,12208
39254,63512,12208
39255,63390,12208
39256,63180,12208
39257,63887,12208
39258,63781,12208
39259,64190,12208
39260,63853,12208
39261,63471,12208
39262,64025,12208
39263,63469,12208
39264,63486,12208
39265,65185,12208
39266,73414,12208
39267,76879,12208
39268,73280,12208
39269,73838,12208
39270,73303,12208
39271,64410,12208
39272,63564,12208
39273,64046,12208
39274,64099,12208
39275,63228,12208
39276,63612,12208
39277,64131,12208
39278,63711,12208
39279,63615,12208
39280,63162,12208
39281,63554,12208
39282,66422,12208
39283,63724,12208
39284,65469,12208
39285,65063,12208
39286,63390,12208
39287,63208,12208
39288,63581,12208
39289,63348,12208
39290,63897,12208
39291,64250,12208
39292,64078,12208
39293,63797,12208
39294,63878,12208
39295,63716,12208
39296,65728,12208
39297,67536,12208
39298,63939,12208
39299,63543,12208
39300,63417,12208
39301,63411,12208
39302,64492,12208
39303,64432,12208
39304,68682,12208
39305,66484,12208
39306,63621,12208
39307,63947,12208
39308,63946,12208
39309,64273,12208
39310,63562,12208
39311,63702,12208
39312,63789,12208
39313,63727,12208
39314,63916,12208
39315,64327,12208
39316,66056,12208
39317,68047,12208
39318,63699,12208
39319,63394,12208
39320,63599,12208
39321,63850,12208
39322,63488,12208
39323,63171,12208
39324,63237,12208
39325,63423,12208
39326,63801,12208
39327,63568,12208
39328,63284,12208
39329,63341,12208
39330,63749,12208
39331,63549,12208
39332,63664,12208
39333,64219,12208
39334,63695,12208
39335,63533,12208
39336,63434,12208
39337,63358,12208
39338,63357,12208
39339,63235,12208
39340,63737,12208
39341,63349,12208
39342,63697,12208
39343,63809,12208
39344,64318,12208
39345,63813,12208
39346,63483,12208
39347,63525,12208
39348,64663,12208
39349,64415,12208
39350,64909,12208
39351,64493,12208
39352,64500,12208
39353,64131,12208
39354,63551,12208
39355,65226,12208
39356,65990,12208
39357,66574,12208
39358,69306,12208
39359,75648,12208
39360,182629,12208
39361,92114,12208
39362,74484,12208
39363,73587,12208
39364,73898,12208
39365,73919,12208
39366,74260,12208
39367,73538,12208
39368,64434,12208
39369,67050,12208
39370,74320,12208
39371,74404,12208
39372,75278,12208
39373,74485,12208
39374,73663,12208
39375,73485,12208
39376,74090,12208
39377,73801,12208
39378,73748,12208
39379,74227,12208
39380,74268,12208
39381,73845,12208
39382,73722,12208
39383,73799,12208
39384,74064,12208
39385,74012,12208
39386,73622,12208
39387,73506,12208
39388,73868,12208
39389,73965,12208
39390,73608,12208
39391,73341,12208
39392,73644,12208
39393,74524,12208
39394,74131,12208
39395,73418,12208
39396,74292,12208
39397,73507,12208
39398,74143,12208
39399,66513,12208
39400,63816,12208
39401,64342,12208
39402,63814,12208
39403,63410,12208
39404,63954,12208
39405,64216,12208
39406,64066,12208
39407,64759,12208
39408,64050,12208
39409,63881,12208
39410,63521,12208
39411,64015,12208
39412,63635,12208
39413,63946,12208
39414,63469,12208
39415,63883,12208
39416,63797,12208
39417,63747,12208
39418,63473,12208
39419,63333,12208
39420,63592,12208
39421,63713,12208
39422,63912,12208
39423,63550,12208
39424,63615,12208
39425,63733,12208
39426,64354,12208
39427,64462,12208
39428,63393,12208
39429,64028,12208
39430,64271,12208
39431,63449,12208
39432,63860,12208
39433,63417,12208
39434,63418,12208
39435,63799,12208
39436,63892,12208
39437,63358,12208
39438,63415,12208
39439,64090,12208
39440,71936,12208
39441,69638,12208
39442,74956,12208
39443,73358,12208
39444,73259,12208
39445,73773,12208
39446,73715,12208
39447,73431,12208
39448,73387,12208
39449,73417,12208
39450,73373,12208
39451,64630,12208
39452,63472,12208
39453,64172,12208
39454,64178,12208
39455,64068,12208
39456,63743,12208
39457,63625,12208
39458,63516,12208
39459,63412,12208
39460,63582,12208
39461,63456,12208
39462,63902,12208
39463,63604,12208
39464,63582,12208
39465,63799,12208
39466,64099,12208
39467,64586,12208
39468,64110,12208
39469,64648,12208
39470,63581,12208
39471,63762,12208
39472,64688,12208
39473,63857,12208
39474,64078,12208
39475,63555,12208
39476,63458,12208
39477,63521,12208
39478,64264,12208
39479,63718,12208
39480,63470,12208
39481,64053,12208
39482,64283,12208
39483,64048,12208
39484,64156,12208
39485,63969,12208
39486,64425,12208
39487,65036,12208
39488,63638,12208
39489,63539,12208
39490,63861,12208
39491,63688,12208
39492,63590,12208
39493,63584,12208
39494,63690,12208
39495,63665,12208
39496,63643,12208
39497,64839,12208
39498,64662,12208
39499,63652,12208
39500,63512,12208
39501,63795,12208
39502,66172,12208
39503,73754,12208
39504,74251,12208
39505,74278,12208
39506,77993,12208
39507,66843,12208
39508,65188,12208
39509,70352,12208
39510,64160,12208
39511,63933,12208
39512,63895,12208
39513,63645,12208
39514,63517,12208
39515,63546,12208
39516,64745,12208
39517,64029,12208
39518,63988,12208
39519,64553,12208
39520,63738,12208
39521,64063,12208
39522,64009,12208
39523,64679,12208
39524,67661,12208
39525,74471,12208
39526,74119,12208
39527,74828,12208
39528,74272,12208
39529,74535,12208
39530,74122,12208
39531,73822,12208
39532,74814,12208
39533,74013,12208
39534,73961,12208
39535,74017,12208
39536,74480,12208
39537,74256,12208
39538,74189,12208
39539,73477,12208
39540,73989,12208
39541,73860,12208
39542,74105,12208
39543,74119,12208
39544,74264,12208
39545,73628,12208
39546,73684,12208
39547,73800,12208
39548,73924,12208
39549,73853,12208
39550,73950,12208
39551,74198,12208
39552,73982,12208
39553,73722,12208
39554,64759,12208
39555,64235,12208
39556,63966,12208
39557,64043,12208
39558,64196,12208
39559,64254,12208
39560,63663,12208
39561,63623,12208
39562,63586,12208
39563,64708,12208
39564,64312,12208
39565,63908,12208
39566,64328,12208
39567,64339,12208
39568,64378,12208
39569,63725,12208
39570,63896,12208
39571,64412,12208
39572,64089,12208
39573,63857,12208
39574,64127,12208
39575,63709,12208
39576,63607,12208
39577,63680,12208
39578,63674,12208
39579,69367,12208
39580,64400,12208
39581,63893,12208
39582,63980,12208
39583,63900,12208
39584,63970,12208
39585,63885,12208
39586,64245,12208
39587,64086,12208
39588,63803,12208
39589,64008,12208
39590,64063,12208
39591,63650,12208
39592,64685,12208
39593,64409,12208
39594,65006,12208
39595,64351,12208
39596,64258,12208
39597,64647,12208
39598,64627,12208
39599,65812,12208
39600,64955,12208
39601,65401,12208
39602,64481,12208
39603,64902,12208
39604,63856,12208
39605,65378,12208
39606,73467,12208
39607,69437,12208
39608,67624,12208
39609,65804,12208
39610,63865,12208
39611,63862,12208
39612,64127,12208
39613,64108,12208
39614,63688,12208
39615,63670,12208
39616,63832,12208
39617,64502,12208
39618,63931,12208
39619,63796,12208
39620,63811,12208
39621,64055,12208
39622,63976,12208
39623,63839,12208
39624,64032,12208
39625,64474,12208
39626,64024,12208
39627,64110,12208
39628,64014,12208
39629,64290,12208
39630,64084,12208
39631,64122,12208
39632,64968,12208
39633,64525,12208
39634,64072,12208
39635,63855,12208
39636,63760,12208
39637,64149,12208
39638,64273,12208
39639,64314,12208
39640,64060,12208
39641,64360,12208
39642,63927,12208
39643,63751,12208
39644,63738,12208
39645,64086,12208
39646,64177,12208
39647,64178,12208
39648,64234,12208
39649,63982,12208
39650,64023,12208
39651,63867,12208
39652,64919,12208
39653,64478,12208
39654,64285,12208
39655,63698,12208
39656,63822,12208
39657,64487,12208
39658,63964,12208
39659,63894,12208
39660,64177,12208
39661,65275,12208
39662,64904,12208
39663,64101,12208
39664,63786,12208
39665,64705,12208
39666,67843,12208
39667,65346,12208
39668,65270,12208
39669,65729,12208
39670,64065,12208
39671,73244,12208
39672,68620,12208
39673,67356,12208
39674,64393,12208
39675,64043,12208
39676,64489,12208
39677,64571,12208
39678,64482,12208
39679,66937,12208
39680,74717,12208
39681,74548,12208
39682,74815,12208
39683,74045,12208
39684,73793,12208
39685,73751,12208
39686,74173,12208
39687,74214,12208
39688,74227,12208
39689,73817,12208
39690,73757,12208
39691,73643,12208
39692,74323,12208
39693,74068,12208
39694,64401,12208
39695,64151,12208
39696,64890,12208
39697,64555,12208
39698,64561,12208
39699,64435,12208
39700,64743,12208
39701,64324,12208
39702,64027,12208
39703,63794,12208
39704,64200,12208
39705,64066,12208
39706,63842,12208
39707,63886,12208
39708,64227,12208
39709,64457,12208
39710,64346,12208
39711,64097,12208
39712,64854,12208
39713,64810,12208
39714,64411,12208
39715,64686,12208
39716,64745,12208
39717,64266,12208
39718,64223,12208
39719,64677,12208
39720,64542,12208
39721,64048,12208
39722,63852,12208
39723,64321,12208
39724,64469,12208
39725,64356,12208
39726,64100,12208
39727,64183,12208
39728,64256,12208
39729,65132,12208
39730,64754,12208
39731,64756,12208
39732,64930,12208
39733,64947,12208
39734,64580,12208
39735,64066,12208
39736,64322,12208
39737,64767,12208
39738,64248,12208
39739,64922,12208
39740,64295,12208
39741,63973,12208
39742,64136,12208
39743,64193,12208
39744,64729,12208
39745,64509,12208
39746,64316,12208
39747,61013,12208
39748,57874,12208
39749,57033,12208
39750,58627,12208
39751,58152,12208
39752,59308,12208
39753,59906,12208
39754,59254,12208
39755,59639,12208
39756,60008,12208
39757,61776,12208
39758,59263,12208
39759,60828,12208
39760,60211,12208
39761,60887,12208
39762,60973,12208
39763,60644,12208
39764,64397,12208
39765,65035,12208
39766,64094,12208
39767,64038,12208
39768,63916,12208
39769,62729,12208
39770,59234,12208
39771,61227,12208
39772,64505,12208
39773,64748,12208
39774,61425,12208
39775,62029,12208
39776,61043,12208
39777,60613,12208
39778,61421,12208
39779,59867,12208
39780,61414,12208
39781,61468,12208
39782,59960,12208
39783,61324,12208
39784,61356,12208
39785,60244,12208
39786,62410,12208
39787,62385,12208
39788,61087,12208
39789,61203,12208
39790,61226,12208
39791,62517,12208
39792,59944,12208
39793,61597,12208
39794,61821,12208
39795,62800,12208
39796,61391,12208
39797,64835,12208
39798,64896,12208
39799,64302,12208
39800,64672,12208
39801,65022,12208
39802,64795,12208
39803,64673,12208
39804,64311,12208
39805,61182,12208
39806,60381,12208
39807,61690,12208
39808,61110,12208
39809,63651,12208
39810,62829,12208
39811,60873,12208
39812,72247,12208
39813,64112,12208
39814,64545,12208
39815,64180,12208
39816,63937,12208
39817,61064,12208
39818,60860,12208
39819,60882,12208
39820,62411,12208
39821,60916,12208
39822,62437,12208
39823,62763,12208
39824,61269,12208
39825,64821,12208
39826,65024,12208
39827,65663,12208
39828,65578,12208
39829,64462,12208
39830,64623,12208
39831,65326,12208
39832,65695,12208
39833,66676,12208
39834,74781,12208
39835,76731,12208
39836,75575,12208
39837,75011,12208
39838,74589,12208
39839,74442,12208
39840,74531,12208
39841,74152,12208
39842,75600,12208
39843,74261,12208
39844,74225,12208
39845,74126,12208
39846,74221,12208
39847,75036,12208
39848,74473,12208
39849,74939,12208
39850,74781,12208
39851,74834,12208
39852,74628,12208
39853,74525,12208
39854,74726,12208
39855,74591,12208
39856,74925,12208
39857,74789,12208
39858,74476,12208
39859,74461,12208
39860,75608,12208
39861,75149,12208
39862,74763,12208
39863,76018,12208
39864,74749,12208
39865,67309,12208
39866,64439,12208
39867,64354,12208
39868,64240,12208
39869,64121,12208
39870,64840,12208
39871,64117,12208
39872,64060,12208
39873,64196,12208
39874,64177,12208
39875,64180,12208
39876,64737,12208
39877,64358,12208
39878,64200,12208
39879,64403,12208
39880,64967,12208
39881,64847,12208
39882,65103,12208
39883,64506,12208
39884,64360,12208
39885,64363,12208
39886,65269,12208
39887,65011,12208
39888,64510,12208
39889,64501,12208
39890,64660,12208
39891,64584,12208
39892,64744,12208
39893,64919,12208
39894,64720,12208
39895,64767,12208
39896,65188,12208
39897,64640,12208
39898,64878,12208
39899,64484,12208
39900,64494,12208
39901,64890,12208
39902,64782,12208
39903,64447,12208
39904,64535,12208
39905,64496,12208
39906,64490,12208
39907,64292,12208
39908,64597,12208
39909,65000,12208
39910,63184,12208
39911,57775,12208
39912,57634,12208
39913,57414,12208
39914,57990,12208
39915,58270,12208
39916,57811,12208
39917,57371,12208
39918,57451,12208
39919,57471,12208
39920,57416,12208
39921,57518,12208
39922,57416,12208
39923,57827,12208
39924,57959,12208
39925,57302,12208
39926,57846,12208
39927,58293,12208
39928,58203,12208
39929,64127,12208
39930,64458,12208
39931,64783,12208
39932,61714,12208
39933,61886,12208
39934,62973,12208
39935,61210,12208
39936,61247,12208
39937,61246,12208
39938,61300,12208
39939,60402,12208
39940,62677,12208
39941,64625,12208
39942,61154,12208
39943,61083,12208
39944,61532,12208
39945,61386,12208
39946,62053,12208
39947,62321,12208
39948,62254,12208
39949,62028,12208
39950,61325,12208
39951,65201,12208
39952,61319,12208
39953,61589,12208
39954,61406,12208
39955,61234,12208
39956,61417,12208
39957,61107,12208
39958,61154,12208
39959,61279,12208
39960,62684,12208
39961,61209,12208
39962,65253,12208
39963,64830,12208
39964,64602,12208
39965,64560,12208
39966,64532,12208
39967,64833,12208
39968,64697,12208
39969,64770,12208
39970,65338,12208
39971,63043,12208
39972,61596,12208
39973,74612,12208
39974,64486,12208
39975,64552,12208
39976,64764,12208
39977,64434,12208
39978,61122,12208
39979,61773,12208
39980,62011,12208
39981,63205,12208
39982,64116,12208
39983,65289,12208
39984,64691,12208
39985,64733,12208
39986,65260,12208
39987,65549,12208
39988,66165,12208
39989,66091,12208
39990,66037,12208
39991,65497,12208
39992,65638,12208
39993,65965,12208
39994,68721,12208
39995,66861,12208
39996,71222,12208
39997,76082,12208
39998,78766,12208
39999,85578,12208
40000,74783,12208
40001,76348,12208
40002,76429,12208
40003,75223,12208
40004,75639,12208
40005,75863,12208
40006,74865,12208
40007,75486,12208
40008,75414,12208
40009,75478,12208
40010,75291,12208
40011,74411,12208
40012,74643,12208
40013,74499,12208
40014,75273,12208
40015,75103,12208
40016,74418,12208
40017,75237,12208
40018,75471,12208
40019,75114,12208
40020,75885,12208
40021,75069,12208
40022,74973,12208
40023,75870,12208
40024,76007,12208
40025,75075,12208
40026,74558,12208
40027,74605,12208
40028,75635,12208
40029,75718,12208
40030,74839,12208
40031,72528,12208
40032,65249,12208
40033,65269,12208
40034,65048,12208
40035,65181,12208
40036,67842,12208
40037,78544,12208
40038,65191,12208
40039,64839,12208
40040,64671,12208
40041,64447,12208
40042,64489,12208
40043,65158,12208
40044,66039,12208
40045,64991,12208
40046,64852,12208
40047,64747,12208
40048,64640,12208
40049,65230,12208
40050,65217,12208
40051,67269,12208
40052,65270,12208
40053,66478,12208
40054,76018,12208
40055,75888,12208
40056,75989,12208
40057,75019,12208
40058,76179,12208
40059,76247,12208
40060,75747,12208
40061,75373,12208
40062,75035,12208
40063,74949,12208
40064,75979,12208
40065,75898,12208
40066,75296,12208
40067,66934,12208
40068,64826,12208
40069,64560,12208
40070,64771,12208
40071,65674,12208
40072,65931,12208
40073,64836,12208
40074,64873,12208
40075,65546,12208
40076,64953,12208
40077,65392,12208
40078,64816,12208
40079,64639,12208
40080,65468,12208
40081,64888,12208
40082,64786,12208
40083,64655,12208
40084,64567,12208
40085,65305,12208
40086,64703,12208
40087,65418,12208
40088,65183,12208
40089,64916,12208
40090,65245,12208
40091,64991,12208
40092,64814,12208
40093,64601,12208
40094,64885,12208
40095,65291,12208
40096,65099,12208
40097,65334,12208
40098,65539,12208
40099,64875,12208
40100,64965,12208
40101,64971,12208
40102,107493,12208
40103,76187,12208
40104,66418,12208
40105,65243,12208
40106,65628,12208
40107,64782,12208
40108,70426,12208
40109,66028,12208
40110,64975,12208
40111,64771,12208
40112,65105,12208
40113,65517,12208
40114,64882,12208
40115,65435,12208
40116,65690,12208
40117,68149,12208
40118,66663,12208
40119,64684,12208
40120,64971,12208
40121,65379,12208
40122,65129,12208
40123,65084,12208
40124,65274,12208
40125,65218,12208
40126,65345,12208
40127,65214,12208
40128,65081,12208
40129,65143,12208
40130,65324,12208
40131,64858,12208
40132,65233,12208
40133,65007,12208
40134,64943,12208
40135,65266,12208
40136,65133,12208
40137,64850,12208
40138,65069,12208
40139,64773,12208
40140,65209,12208
40141,64996,12208
40142,64782,12208
40143,65571,12208
40144,65081,12208
40145,65043,12208
40146,66298,12208
40147,65980,12208
40148,65186,12208
40149,65275,12208
40150,65181,12208
40151,68893,12208
40152,66578,12208
40153,67569,12208
40154,67416,12208
40155,66308,12208
40156,65652,12208
40157,65044,12208
40158,64852,12208
40159,73181,12208
40160,75553,12208
40161,74858,12208
40162,70385,12208
40163,68858,12208
40164,69638,12208
40165,66786,12208
40166,64843,12208
40167,69093,12208
40168,65085,12208
40169,65277,12208
40170,66517,12208
40171,65506,12208
40172,65005,12208
40173,70899,12208
40174,65250,12208
40175,65781,12208
40176,65226,12208
40177,65242,12208
40178,65346,12208
40179,65410,12208
40180,65536,12208
40181,72757,12208
40182,75490,12208
40183,67386,12208
40184,65081,12208
40185,65013,12208
40186,65451,12208
